job_indexed_id,url,title_clean,gold_normalized_title,gold_role_family,gold_seniority,gold_employment_type,gold_location_type,gold_location_city,gold_country,gold_salary_min,gold_salary_max,gold_salary_currency,gold_salary_period,qa_status,qa_fix_normalized_title,qa_fix_role_family,qa_fix_seniority,qa_fix_employment_type,qa_fix_location_type,qa_fix_location_city,qa_fix_country,qa_fix_salary_min,qa_fix_salary_max,qa_fix_salary_currency,qa_fix_salary_period,qa_notes
1216,https://job-boards.greenhouse.io/celonis/jobs/7609030003?gh_jid=7609030003,Senior Consultant - Public Sector,consultant,consulting,senior,full_time,hybrid,,US,,,,,,,,,,,,,,,,,
940,https://job-boards.greenhouse.io/nansen/jobs/5783726004,Analytics Engineer,analytics_engineer,data_analytics,unspecified,,remote,,,,,,,,,,,,,,,,,,,
952,https://job-boards.greenhouse.io/gofundme/jobs/7531353,Lead International SEO,seo_specialist,marketing,lead,full_time,hybrid,,US,128500,192500,USD,yearly,,,,,,,,,,,,,
1592,https://job-boards.greenhouse.io/capco/jobs/7518370,Business Analyst | Securities Services/Capital Markets,business_analyst,business_analysis,senior,full_time,onsite,,,,,,,,,,,,,,,,,,,
640,https://job-boards.greenhouse.io/gleanwork/jobs/4007711005,Product Manager,product_manager,product_management,manager,full_time,hybrid,San Francisco Bay Area,US,105000,240000,USD,yearly,,,,,,,,,,,,,
858,https://job-boards.greenhouse.io/grafanalabs/jobs/5725860004,Solutions Engineer | Singapore | Remote,software_engineer,software_engineering,mid,full_time,remote,,FR,193000,245000,USD,yearly,,,,,,,,,,,,,
194,https://job-boards.greenhouse.io/gomotive/jobs/8142795002,"Mid-Market Account Executive, New Business",account_executive,sales,lead,full_time,onsite,United States - San Francisco,US,142000,197000,USD,yearly,,,,,,,,,,,,,
1602,https://job-boards.greenhouse.io/capco/jobs/7191275,Capco Summer Internship Program - Dallas Summer 2026,other,other,intern,internship,onsite,Dallas,US,,,,,,,,,,,,,,,,,
501,https://job-boards.greenhouse.io/canonical/jobs/6485081,Staff Security Operations Engineer,operations_specialist,operations,junior,,remote,,,,,,,,,,,,,,,,,,,
553,https://job-boards.greenhouse.io/gleanwork/jobs/4654837005,Business Value Consultant,consultant,consulting,senior,full_time,hybrid,New York,US,200000,250000,USD,yearly,,,,,,,,,,,,,
414,https://job-boards.greenhouse.io/canonical/jobs/4536726,Python Engineer - Data Center Hardware Integration (Taipei),,software_engineering,junior,full_time,onsite,Taipei,TW,,,,,,,,,,,,,,,,,
1335,https://job-boards.greenhouse.io/thumbtack/jobs/7649054,Growth Marketing Associate,marketing_specialist,marketing,unspecified,full_time,remote,,US,,,,,,,,,,,,,,,,,
1574,https://job-boards.greenhouse.io/capco/jobs/7478572,Business Analyst - Crude/Liquid Logistics,business_analyst,business_analysis,senior,full_time,onsite,Houston,US,,,,,,,,,,,,,,,,,
604,https://job-boards.greenhouse.io/gleanwork/jobs/4659407005,Forward Deployed Product Manager,product_manager,product_management,senior,full_time,hybrid,San Francisco Bay Area,US,170000,280000,USD,yearly,,,,,,,,,,,,,
27,https://job-boards.greenhouse.io/omadahealth/jobs/7611424,Staff Software Engineer,software_engineer,software_engineering,unspecified,,remote,,US,202400,253000,USD,yearly,,,,,,,,,,,,,
197,https://job-boards.greenhouse.io/gomotive/jobs/7788016002,"New Business Account Executive, Mid-Market",account_executive,sales,lead,full_time,onsite,United States - Nashville,US,142000,197000,USD,yearly,,,,,,,,,,,,,
1966,https://job-boards.greenhouse.io/capco/jobs/7615804,Tester AI QA (Polish is Mandatory) (She/He/They),,,unspecified,contract,onsite,Warsaw,PL,,,,,,,,,,,,,,,,,
770,https://job-boards.greenhouse.io/grafanalabs/jobs/5802655004,Event Manager | EST or CST USA | Remote,manager,operations,junior,full_time,remote,,US,112072,134486,USD,yearly,,,,,,,,,,,,,
1075,https://job-boards.greenhouse.io/celonis/jobs/7494205003?gh_jid=7494205003,"Associate Technology and Management Consultant (Turkish-Speaking, Growth) - Orbit Program",consultant,consulting,junior,full_time,onsite,Madrid,ES,,,,,,,,,,,,,,,,,
1,https://job-boards.greenhouse.io/found/jobs/4652575005,Data Analytics Director,analytics_director,data_analytics,director,full_time,remote,,US,,,,,,,,,,,,,,,,,
954,https://job-boards.greenhouse.io/gofundme/jobs/7531351,Lead Technical SEO,seo_specialist,technical,lead,full_time,hybrid,,US,118500,177500,USD,yearly,,,,,,,,,,,,,
1797,https://job-boards.greenhouse.io/capco/jobs/7649214,Payment with Pega Business Analyst,business_analyst,business_analysis,senior,full_time,onsite,,IN,,,,,,,,,,,,,,,,,
1743,https://job-boards.greenhouse.io/capco/jobs/7621525,LEA Product Manager,product_manager,product_management,unspecified,full_time,onsite,Pune,IN,,,,,,,,,,,,,,,,,
880,https://job-boards.greenhouse.io/grafanalabs/jobs/5800230004,Staff Software Engineer - Grafana Cloud k6 | Canada | Remote,software_engineer,software_engineering,unspecified,,remote,,CA,186368,223642,CAD,yearly,,,,,,,,,,,,,
656,https://job-boards.greenhouse.io/gleanwork/jobs/4006925005,Sales Development Representative,business_development_representative,sales,,,hybrid,San Francisco,CA,80000,100000,USD,yearly,,,,,,,,,,,,,
1846,https://job-boards.greenhouse.io/capco/jobs/7656698,QA Automation Tester (5 days on-site) - All levels,other,Engineering and Technical,unspecified,full_time,onsite,Bangkok,,,,,,,,,,,,,,,,,,
625,https://job-boards.greenhouse.io/gleanwork/jobs/4667085005,"Manager, AI Outcomes",manager,,manager,,remote,,US,270000,300000,USD,yearly,,,,,,,,,,,,,
1776,https://job-boards.greenhouse.io/capco/jobs/7362581,Managing Principal - Institutional Payments Lead,,consulting,senior,full_time,onsite,New York,US,,,,,,,,,,,,,,,,,
75,https://job-boards.greenhouse.io/smartsheet/jobs/7425784,People Analytics Analyst - (Hybrid in Bangalore),data_analyst,data_analytics,senior,full_time,hybrid,Bangalore,IN,,,,,,,,,,,,,,,,,
959,https://job-boards.greenhouse.io/gofundme/jobs/7166369,Principal Product Marketing Manager,marketing_specialist,marketing,unspecified,full_time,hybrid,San Francisco,CA,183000,275000,USD,yearly,,,,,,,,,,,,,
1872,https://job-boards.greenhouse.io/capco/jobs/7660344,Senior Business Analyst | Corporate Banking,business_analyst,business_analysis,senior,full_time,onsite,,,,,,,,,,,,,,,,,,,
1028,https://job-boards.greenhouse.io/webflow/jobs/7456857,"Principal Product Manager, AI",product_manager,product_management,unspecified,full_time,remote,,US,,,,,,,,,,,,,,,,,
884,https://job-boards.greenhouse.io/grafanalabs/jobs/5809258004,"Staff Software Engineer - Grafana Cloud Observability, Kubernetes Monitoring | Spain | Remote",software_engineer,software_engineering,unspecified,,remote,,ES,94025,112830,EUR,yearly,,,,,,,,,,,,,
1052,https://job-boards.greenhouse.io/webflow/jobs/7527380,Strategic Account Executive - West,account_executive,sales,senior,full_time,,,US,368000,460000,USD,yearly,,,,,,,,,,,,,
1984,https://job-boards.greenhouse.io/mavensecuritiesholdingltd/jobs/7227500,Chicago Graduate Trader Programme 2026,,,junior,internship,onsite,Chicago,US,150000,200000,USD,yearly,,,,,,,,,,,,,
1995,https://job-boards.greenhouse.io/mavensecuritiesholdingltd/jobs/7388712,Portfolio Manager (Monaco),manager,finance,manager,,onsite,Monaco,,,,,,,,,,,,,,,,,,
182,https://job-boards.greenhouse.io/gomotive/jobs/8367414002,Installations Specialist,implementation_consultant,consulting,lead,full_time,onsite,,US,,,,,,,,,,,,,,,,,
956,https://job-boards.greenhouse.io/gofundme/jobs/7488758,"Manager, Data Science",analytics_manager,data_analytics,senior,full_time,hybrid,San Francisco,CA,202000,303000,USD,yearly,,,,,,,,,,,,,
1385,https://job-boards.greenhouse.io/appier/jobs/7192666,Product Marketing Associate (Personalization/Data Cloud),marketing_specialist,marketing,unspecified,full_time,remote,,,,,,,,,,,,,,,,,,,
1578,https://job-boards.greenhouse.io/capco/jobs/7624761,Business Analyst-Gen AI,business_analyst,business_analysis,senior,,onsite,India - Bengaluru,IN,,,,,,,,,,,,,,,,,
1184,https://job-boards.greenhouse.io/celonis/jobs/7540471003?gh_jid=7540471003,Principal Product Manager - Celonis Data Core,product_manager,product_management,unspecified,,hybrid,Madrid,ES,,,,,,,,,,,,,,,,,
845,https://job-boards.greenhouse.io/grafanalabs/jobs/5784560004,"Senior Solutions Engineer, Growth | SoCal | Remote",software_engineer,software_engineering,senior,full_time,remote,,US,204000,254000,USD,yearly,,,,,,,,,,,,,
1477,https://job-boards.greenhouse.io/datacamp/jobs/7104071,Senior BDR & SDR Manager,business_development_representative,sales,senior,full_time,onsite,New York,US,116000,150000,USD,yearly,,,,,,,,,,,,,
1022,https://job-boards.greenhouse.io/webflow/jobs/7369238,Partner Development Representative (PDR),,,director,full_time,remote,,US,95000,110000,USD,yearly,,,,,,,,,,,,,
922,https://job-boards.greenhouse.io/truebill/jobs/7645902003,Operations Associate,operations_specialist,operations,unspecified,full_time,onsite,Phoenix AZ,US,20,22,USD,yearly,,,,,,,,,,,,,
181,https://job-boards.greenhouse.io/gomotive/jobs/8386120002,Installations Specialist,implementation_consultant,consulting,lead,full_time,onsite,,US,,,,,,,,,,,,,,,,,
161,https://job-boards.greenhouse.io/gomotive/jobs/8355403002,Data Annotator,data_analyst,data_analytics,junior,full_time,onsite,Mexico City,,,,,,,,,,,,,,,,,,
721,https://job-boards.greenhouse.io/gleanwork/jobs/4660113005,Technical Marketing Engineer (Agent Development),marketing_specialist,marketing,senior,full_time,hybrid,Palo Alto,CA,150000,200000,USD,yearly,,,,,,,,,,,,,
1876,https://job-boards.greenhouse.io/capco/jobs/7648976,Senior Business Analyst | TOM Delivery (CIB),business_analyst,business_analysis,senior,full_time,onsite,,,,,,,,,,,,,,,,,,,
78,https://job-boards.greenhouse.io/smartsheet/jobs/7651508,"Principal Product Manager, Brandfolder (Hybrid in Bangalore)",product_manager,product_management,unspecified,full_time,hybrid,Bangalore,IN,,,,,,,,,,,,,,,,,
878,https://job-boards.greenhouse.io/grafanalabs/jobs/5800234004,Staff Mobile Engineer: Instrumentation SDK (iOS/Android) - Observability | US | Remote,software_engineer,software_engineering,unspecified,,remote,,US,174986,209983,USD,yearly,,,,,,,,,,,,,
785,https://job-boards.greenhouse.io/grafanalabs/jobs/5796295004,"Regional Sales Director, Majors Growth | CA | Remote",sales_representative,sales,director,full_time,remote,,US,425000,450000,USD,yearly,,,,,,,,,,,,,
